Data_Coleta,Id,Date,Time,Home,Away,Round,League,Season,Odd_H,Odd_D,Odd_A,Odd_Over05_FT,Odd_Under05_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Media_GM_H,Media_GS_H,Media_P_H,Media_P_DH,Media_P_OH,Media_P_UH,Media_P_HSJ,Media_P_DHSJ,Media_P_OHSJ,Media_P_UHSJ,Media_Ptos_H,Media_SG_H,Media_PDN_SG_H,Media_VP_H,Media_VG_H,Media_VG_HS,Home_prob_M_0,Home_prob_M_1,Home_prob_M_2,Home_prob_M_3,Home_prob_S_0,Home_prob_S_1,Home_prob_S_2,Home_prob_S_3,Media_GM_A,Media_GS_A,Media_P_A,Media_P_DA,Media_P_OA,Media_P_UA,Media_P_ASJ,Media_P_DASJ,Media_P_OASJ,Media_P_UASJ,Media_Ptos_A,Media_SG_A,Media_PDN_SG_A,Media_VP_A,Media_VG_A,Media_VG_AS,Away_prob_M_0,Away_prob_M_1,Away_prob_M_2,Away_prob_M_3,Away_prob_S_0,Away_prob_S_1,Away_prob_S_2,Away_prob_S_3,P_H,P_D,P_A,P_O,P_U,A_D,DifAbs_HomeDraw,CV_Odds,Favorito,Prob_Home,Prob_Away,Over_Under,PONTDF,SALDF,GMDF,GMSDF,Equilibrio
2025-02-17 22:46:18,xQ77QTN0,21/02/2025,17:00,Leicester,Brentford,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,3.5,3.5,2.0,1.03,15.0,1.57,2.38,1.5,2.5,1.8,1.29,1.29,1.0,2.0,0.25,0.25,0.62,0.43,0.24,0.24,0.59,0.41,0.8,-1.0,-1.0472,0.38,0.5,1.11,0.61,0.3,0.08,0.01,0.33,0.37,0.2,0.08,1.4,1.0,0.27,0.24,0.64,0.41,0.25,0.23,0.61,0.39,1.0,0.4,1.5385,0.4,0.58,0.66,0.56,0.32,0.09,0.02,0.52,0.34,0.11,0.02,0.2857,0.2857,0.5,0.6369,0.4202,0.5714,0.0,0.29,Fora_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Equilibrado
2025-02-17 22:48:30,pbXFKf3c,21/02/2025,17:00,Burnley,Sheffield Wed,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,1.75,3.5,4.75,1.1,7.0,2.38,1.57,2.25,1.57,1.15,1.25,2.0,0.6,0.4,0.55,0.28,0.44,0.6,0.52,0.26,0.42,0.58,1.4,0.2,0.0,0.31,0.15,0.11,0.86,0.13,0.01,0.0,0.9,0.1,0.01,0.0,1.8,2.2,0.32,0.28,0.49,0.56,0.3,0.27,0.47,0.54,1.4,-0.4,-2.1429,0.52,0.73,1.11,0.48,0.35,0.13,0.03,0.33,0.37,0.2,0.08,0.5714,0.2857,0.2105,0.4202,0.6369,1.3571,1.75,0.45,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:59:05,vst1jtnR,21/02/2025,21:00,Dep. Cuenca,Aucas,FIRST STAGE ,ECUADOR - LIGA PRO,2025,2.2,3.0,3.4,1.08,8.0,2.15,1.67,1.8,1.8,1.3,1.36,1.67,0.8,1.4,0.35,0.3,0.48,0.58,0.33,0.28,0.45,0.55,0.8,-0.6,-1.156,0.3,0.3,0.61,0.74,0.22,0.03,0.0,0.54,0.33,0.1,0.02,1.2,0.8,0.35,0.28,0.52,0.53,0.33,0.26,0.49,0.51,1.2,0.4,-0.6536,0.4,0.47,0.46,0.63,0.29,0.07,0.01,0.63,0.29,0.07,0.01,0.4545,0.3333,0.2941,0.4651,0.5988,1.1333,0.8,0.21,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Equilibrado
2025-02-17 22:57:57,lxFkGaeE,21/02/2025,21:30,La Equidad,Chico,APERTURA ,COLOMBIA - PRIMERA A,2025,1.75,3.2,5.4,1.11,5.8,2.4,1.53,2.18,1.62,1.17,1.32,2.1,1.6,1.4,0.41,0.33,0.37,0.7,0.38,0.31,0.34,0.66,1.6,0.2,0.0,0.48,0.54,0.49,0.58,0.31,0.08,0.02,0.61,0.3,0.07,0.01,0.8,3.0,0.17,0.28,0.44,0.62,0.16,0.26,0.42,0.58,0.0,-2.2,-1.3332,0.0,0.56,1.93,0.57,0.32,0.09,0.02,0.15,0.28,0.27,0.17,0.5714,0.3125,0.1852,0.4167,0.6536,1.6875,1.45,0.53,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:25:40,vRwSndc6,22/02/2025,01:00,Auckland FC,Wellington Phoenix,ROUND 20,AUSTRALIA - A-LEAGUE,2024/2025,1.5,4.5,6.0,1.04,12.0,1.83,2.03,1.95,1.8,1.13,1.18,2.5,1.4,1.0,0.54,0.27,0.54,0.51,0.51,0.25,0.52,0.49,2.0,0.4,1.0344,0.5,0.36,0.19,0.7,0.25,0.05,0.01,0.83,0.16,0.01,0.0,1.4,1.6,0.3,0.29,0.53,0.52,0.28,0.27,0.51,0.49,1.2,-0.2,-1.0928,0.47,0.6,0.82,0.55,0.33,0.1,0.02,0.44,0.36,0.15,0.04,0.6667,0.2222,0.1667,0.5464,0.4926,1.3333,3.0,0.57,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:25:53,SQKTyoFM,22/02/2025,03:00,Central Coast Mariners,WS Wanderers,ROUND 20,AUSTRALIA - A-LEAGUE,2024/2025,3.2,3.4,2.15,1.03,15.0,1.62,2.3,1.5,2.5,1.67,1.3,1.36,0.8,2.6,0.33,0.29,0.55,0.5,0.32,0.27,0.52,0.48,0.8,-1.8,0.0,0.41,0.38,1.08,0.68,0.26,0.05,0.01,0.34,0.37,0.2,0.07,2.2,1.8,0.33,0.22,0.71,0.34,0.31,0.21,0.68,0.32,2.0,0.4,0.2,0.93,1.15,1.02,0.32,0.36,0.21,0.08,0.36,0.37,0.19,0.06,0.3125,0.2941,0.4651,0.6173,0.4348,0.6324,0.2,0.23,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Equilibrado
2025-02-17 20:26:06,b9BaWOxp,22/02/2025,05:35,Melbourne Victory,Melbourne City,ROUND 20,AUSTRALIA - A-LEAGUE,2024/2025,2.0,3.8,3.4,1.04,13.0,1.73,2.1,1.67,2.1,1.3,1.25,1.8,2.0,1.4,0.63,0.23,0.65,0.41,0.59,0.22,0.62,0.38,1.6,0.6,-0.2381,0.27,0.41,0.34,0.66,0.27,0.06,0.01,0.71,0.24,0.04,0.0,2.2,1.2,0.38,0.28,0.57,0.49,0.36,0.27,0.54,0.46,1.6,1.0,-1.2246,0.58,0.79,0.48,0.45,0.36,0.14,0.04,0.62,0.3,0.07,0.01,0.5,0.2632,0.2941,0.578,0.4762,0.8947,1.8,0.31,Casa_Fav,Media_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:26:19,KOa8U27d,22/02/2025,07:45,Perth Glory,Sydney FC,ROUND 20,AUSTRALIA - A-LEAGUE,2024/2025,,,,1.01,29.0,1.3,3.5,1.4,2.75,2.38,1.18,1.17,0.8,2.4,0.23,0.23,0.68,0.37,0.22,0.22,0.64,0.36,0.6,-1.6,-0.6667,0.41,0.53,1.32,0.59,0.31,0.08,0.01,0.27,0.35,0.23,0.1,1.8,1.8,0.49,0.25,0.67,0.38,0.46,0.24,0.64,0.36,1.2,0.0,0.0,0.4,0.66,0.64,0.52,0.34,0.11,0.02,0.53,0.34,0.11,0.02,,,,0.7692,0.2857,,,,,,,TD_Over,PTS_CASA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:46:30,jTZJZX0E,22/02/2025,09:30,Everton,Manchester Utd,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,2.55,3.2,2.75,1.07,9.0,2.2,1.67,1.91,1.91,1.4,1.36,1.5,1.4,1.0,0.35,0.3,0.5,0.54,0.34,0.28,0.48,0.52,1.4,0.4,0.3571,0.5,0.44,0.37,0.64,0.28,0.06,0.01,0.69,0.26,0.05,0.01,1.0,1.6,0.33,0.23,0.63,0.42,0.31,0.21,0.6,0.4,1.0,-0.6,0.0,0.59,0.6,0.84,0.55,0.33,0.1,0.02,0.43,0.36,0.15,0.04,0.3922,0.3125,0.3636,0.4545,0.5988,0.8594,0.65,0.12,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Equilibrado
2025-02-17 22:48:39,EwPWGC2M,22/02/2025,09:30,Derby,Millwall,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,2.45,3.4,2.75,1.08,7.5,2.5,1.53,2.2,1.62,1.37,1.27,1.5,1.2,1.0,0.36,0.29,0.45,0.6,0.34,0.27,0.43,0.57,1.2,0.2,-0.5405,0.38,0.35,0.41,0.7,0.25,0.04,0.01,0.66,0.27,0.06,0.01,0.8,1.0,0.25,0.3,0.41,0.63,0.24,0.28,0.39,0.6,1.0,-0.2,0.5128,0.5,0.37,0.48,0.69,0.26,0.05,0.01,0.62,0.3,0.07,0.01,0.4082,0.2941,0.3636,0.4,0.6536,0.8088,0.95,0.17,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Equilibrado
2025-02-17 22:48:47,hEiLT7af,22/02/2025,09:30,Plymouth,Cardiff,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,2.45,3.6,2.7,1.05,11.0,1.9,1.95,1.73,2.0,1.41,1.25,1.5,1.2,2.4,0.28,0.27,0.53,0.52,0.26,0.25,0.5,0.5,0.6,-1.2,-3.1845,0.31,0.7,1.41,0.5,0.35,0.12,0.03,0.24,0.34,0.24,0.11,1.8,1.8,0.26,0.3,0.46,0.58,0.24,0.28,0.44,0.56,1.2,0.0,0.0,0.64,0.88,0.84,0.41,0.37,0.16,0.05,0.43,0.36,0.15,0.04,0.4082,0.2778,0.3704,0.5263,0.5128,0.75,1.15,0.21,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Equilibrado
2025-02-17 22:48:56,Ei45VBHF,22/02/2025,09:30,Sunderland,Hull,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,1.67,3.7,4.75,1.06,9.5,2.05,1.8,1.91,1.8,1.15,1.25,2.15,1.6,0.8,0.57,0.27,0.53,0.52,0.53,0.25,0.5,0.5,2.6,0.8,0.1818,0.59,0.37,0.19,0.69,0.26,0.05,0.01,0.83,0.16,0.01,0.0,0.8,1.2,0.26,0.28,0.5,0.55,0.24,0.26,0.48,0.52,1.2,-0.4,0.4762,0.59,0.44,0.69,0.64,0.28,0.06,0.01,0.5,0.35,0.12,0.03,0.5988,0.2703,0.2105,0.4878,0.5556,1.2838,2.03,0.46,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:29:47,QegAY1X9,22/02/2025,10:00,Racing Club Ferrol,Cordoba,ROUND 28,SPAIN - LALIGA2,2024/2025,3.0,3.0,2.4,1.08,8.0,2.25,1.62,1.83,1.83,1.53,1.36,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333,0.3333,0.4167,0.4444,0.6173,0.8,0.0,0.12,Fora_Fav,,,TD_Under,,,,,Equilibrado
2025-02-17 22:53:10,hSriSszB,22/02/2025,10:00,Caen,Pau FC,ROUND 24,FRANCE - LIGUE 2,2024/2025,,,,1.07,8.5,2.0,1.82,1.75,2.02,1.44,1.32,1.55,1.0,1.2,0.47,0.3,0.5,0.55,0.44,0.28,0.48,0.52,0.8,-0.2,-0.2778,0.25,0.33,0.38,0.72,0.24,0.04,0.0,0.68,0.26,0.05,0.01,0.6,1.4,0.36,0.3,0.52,0.53,0.33,0.28,0.5,0.5,0.8,-0.8,0.7408,0.33,0.22,0.54,0.8,0.18,0.02,0.0,0.58,0.31,0.08,0.02,,,,0.5,0.5495,,,,,,,TD_Under,PTS_fORA,SALDO_fORA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:53:25,fXGQBMkU,22/02/2025,10:00,Lorient,Laval,ROUND 24,FRANCE - LIGUE 2,2024/2025,,,,1.05,11.0,1.82,1.92,2.0,1.73,1.08,1.19,2.62,2.2,0.6,0.59,0.26,0.57,0.48,0.55,0.24,0.54,0.46,2.6,1.6,0.0,0.58,0.46,0.11,0.63,0.29,0.07,0.01,0.9,0.1,0.01,0.0,1.4,0.8,0.31,0.31,0.45,0.62,0.29,0.29,0.42,0.58,1.6,0.6,0.0,0.67,0.57,0.39,0.57,0.32,0.09,0.02,0.68,0.26,0.05,0.01,,,,0.5495,0.5208,,,,,,,TD_Over,PTS_fORA,,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:28:18,b15OXTxh,22/02/2025,12:00,Dender,Beerschot VA,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,,,,1.06,10.0,2.0,1.85,1.8,1.95,1.2,1.29,1.91,1.0,1.8,0.33,0.3,0.53,0.52,0.31,0.28,0.5,0.5,1.0,-0.8,0.0,0.42,0.43,0.79,0.65,0.28,0.06,0.01,0.45,0.36,0.14,0.04,0.6,2.4,0.16,0.22,0.63,0.44,0.15,0.2,0.59,0.41,0.0,-1.8,-1.6394,0.0,0.48,1.75,0.62,0.3,0.07,0.01,0.17,0.3,0.27,0.16,,,,0.5,0.5405,,,,,,,TD_Under,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:46:42,27gPDjve,22/02/2025,12:00,Arsenal,West Ham,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,1.29,5.25,12.0,1.04,13.0,1.67,2.2,2.1,1.67,1.05,1.17,3.5,1.4,0.6,0.76,0.19,0.64,0.41,0.71,0.18,0.61,0.39,2.2,0.8,0.0,0.26,0.19,0.09,0.83,0.16,0.01,0.0,0.91,0.08,0.0,0.0,1.2,1.6,0.28,0.23,0.65,0.4,0.26,0.22,0.62,0.39,1.4,-0.4,-2.4591,0.72,0.69,0.97,0.5,0.35,0.12,0.03,0.38,0.37,0.18,0.06,0.7752,0.1905,0.0833,0.5988,0.4545,2.2857,3.96,0.88,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:46:51,fsjHFC9r,22/02/2025,12:00,Bournemouth,Wolves,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,1.62,3.9,5.5,1.03,15.0,1.62,2.3,1.62,2.2,1.14,1.25,2.25,1.6,0.2,0.53,0.26,0.61,0.44,0.5,0.25,0.58,0.42,2.2,1.4,1.316,0.58,0.42,0.05,0.66,0.28,0.06,0.01,0.95,0.05,0.0,0.0,1.2,2.2,0.26,0.26,0.62,0.43,0.24,0.24,0.59,0.41,0.8,-1.0,-2.2059,0.33,0.56,1.29,0.57,0.32,0.09,0.02,0.28,0.36,0.23,0.1,0.6173,0.2564,0.1818,0.6173,0.4348,1.4103,2.28,0.53,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:47:00,pSSSXBVQ,22/02/2025,12:00,Fulham,Crystal Palace,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,2.1,3.3,3.6,1.06,10.0,2.01,1.89,1.75,2.0,1.29,1.33,1.7,1.6,1.2,0.47,0.26,0.57,0.48,0.44,0.24,0.54,0.46,1.4,0.4,0.0,0.48,0.55,0.39,0.58,0.32,0.09,0.02,0.68,0.26,0.05,0.01,1.6,0.2,0.38,0.28,0.54,0.5,0.36,0.27,0.52,0.48,2.6,1.4,0.7272,0.97,0.63,0.1,0.53,0.34,0.11,0.02,0.9,0.09,0.0,0.0,0.4762,0.303,0.2778,0.4975,0.5291,1.0909,1.2,0.26,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Equilibrado
2025-02-17 22:47:08,tbEbSkgl,22/02/2025,12:00,Ipswich,Tottenham,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,3.8,3.5,1.95,1.03,15.0,1.57,2.38,1.5,2.5,1.8,1.29,1.25,0.6,2.8,0.21,0.24,0.63,0.42,0.2,0.23,0.6,0.4,0.6,-2.2,-4.2858,0.43,0.39,1.73,0.68,0.26,0.05,0.01,0.18,0.31,0.27,0.15,1.6,1.4,0.35,0.24,0.68,0.36,0.33,0.23,0.65,0.35,0.6,0.2,-0.4,0.15,0.56,0.72,0.57,0.32,0.09,0.02,0.49,0.35,0.13,0.03,0.2632,0.2857,0.5128,0.6369,0.4202,0.5571,0.3,0.32,Fora_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Over,PTS_CASA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:47:17,MVlXtk8s,22/02/2025,12:00,Southampton,Brighton,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,5.75,4.0,1.57,1.03,15.0,1.57,2.25,1.62,2.2,2.3,1.22,1.14,0.6,3.8,0.22,0.23,0.68,0.37,0.21,0.22,0.65,0.35,0.0,-3.2,-2.381,0.0,0.45,2.36,0.64,0.29,0.06,0.01,0.09,0.22,0.26,0.21,2.0,1.2,0.42,0.27,0.61,0.44,0.4,0.26,0.58,0.42,1.8,0.8,0.8888,0.65,0.74,0.46,0.48,0.35,0.13,0.03,0.63,0.29,0.07,0.01,0.1739,0.25,0.6369,0.6369,0.4444,0.3925,1.75,0.56,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:49:08,tQQOIYX9,22/02/2025,12:00,Coventry,Preston,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,1.83,3.75,4.0,1.07,9.0,2.2,1.67,2.0,1.73,1.19,1.22,1.87,1.8,0.6,0.58,0.25,0.55,0.51,0.55,0.24,0.52,0.48,2.2,1.2,0.3333,0.5,0.34,0.13,0.71,0.24,0.04,0.0,0.88,0.11,0.01,0.0,1.2,1.2,0.29,0.31,0.42,0.63,0.27,0.29,0.4,0.6,1.4,0.0,0.4878,0.66,0.55,0.55,0.58,0.32,0.09,0.02,0.58,0.32,0.09,0.02,0.5464,0.2667,0.25,0.4545,0.5988,1.0667,1.92,0.37,Casa_Fav,Media_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:49:22,YN53BjQq,22/02/2025,12:00,Norwich,Stoke,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,1.62,4.1,5.0,1.04,12.0,1.83,2.03,1.83,1.83,1.13,1.19,2.25,2.0,1.4,0.48,0.29,0.5,0.55,0.45,0.27,0.47,0.53,2.0,0.6,0.2778,0.57,0.6,0.43,0.55,0.33,0.1,0.02,0.65,0.28,0.06,0.01,0.6,1.6,0.25,0.28,0.5,0.55,0.23,0.26,0.48,0.52,0.4,-1.0,-0.8404,0.24,0.29,0.78,0.75,0.22,0.03,0.0,0.46,0.36,0.14,0.04,0.6173,0.2439,0.2,0.5464,0.4926,1.2195,2.48,0.49,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:49:31,QVNA9Ufd,22/02/2025,12:00,Portsmouth,QPR,ROUND 34,ENGLAND - CHAMPIONSHIP,2024/2025,2.3,3.3,3.1,1.06,9.5,2.0,1.8,1.8,1.91,1.33,1.3,1.54,2.6,0.8,0.33,0.3,0.48,0.57,0.31,0.28,0.46,0.54,2.4,1.8,-0.303,1.12,1.22,0.34,0.3,0.36,0.22,0.09,0.71,0.24,0.04,0.0,1.0,1.2,0.26,0.29,0.48,0.57,0.25,0.27,0.46,0.54,1.6,-0.2,0.4545,0.73,0.49,0.65,0.61,0.3,0.07,0.01,0.52,0.34,0.11,0.02,0.4348,0.303,0.3226,0.5,0.5556,0.9394,1.0,0.18,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_fORA,GM_Casa_M,GS_Fora_M,Equilibrado
2025-02-17 22:30:00,A54g7PYA,22/02/2025,12:15,Burgos CF,R. Oviedo,ROUND 28,SPAIN - LALIGA2,2024/2025,2.8,2.75,2.7,1.13,6.0,2.7,1.44,2.2,1.62,1.44,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3571,0.3636,0.3704,0.3704,0.6944,0.9818,0.05,0.02,Fora_Fav,,,TD_Under,,,,,SP_Equilibrado
2025-02-17 22:30:11,rDyKNpJi,22/02/2025,12:15,Eibar,Racing Santander,ROUND 28,SPAIN - LALIGA2,2024/2025,,,,1.04,9.5,2.05,1.8,1.77,1.87,1.33,1.3,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4878,0.5556,,,,,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:50:07,MgPVH7c6,22/02/2025,13:00,Lille,Monaco,ROUND 23,FRANCE - LIGUE 1,2024/2025,2.2,3.6,3.1,1.03,15.0,1.62,2.15,1.57,2.25,1.36,1.29,1.67,1.6,0.8,0.56,0.27,0.52,0.52,0.53,0.26,0.5,0.5,2.2,0.8,0.25,0.48,0.34,0.18,0.71,0.24,0.04,0.0,0.84,0.15,0.01,0.0,1.4,1.4,0.47,0.29,0.55,0.5,0.44,0.27,0.52,0.48,1.0,0.0,0.0,0.27,0.4,0.42,0.67,0.27,0.05,0.01,0.66,0.28,0.06,0.01,0.4545,0.2778,0.3226,0.6173,0.4651,0.8611,1.4,0.24,Casa_Fav,Media_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Equilibrado
2025-02-17 20:28:35,WfDxAQpo,22/02/2025,14:15,Westerlo,Charleroi,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,,,,1.03,15.0,1.67,2.15,1.57,2.25,1.36,1.29,1.67,2.0,1.0,0.51,0.27,0.64,0.43,0.48,0.25,0.6,0.4,1.6,1.0,-0.2941,0.43,0.56,0.32,0.57,0.32,0.09,0.02,0.73,0.23,0.04,0.0,0.8,1.4,0.33,0.28,0.53,0.51,0.31,0.26,0.51,0.49,1.2,-0.6,0.2632,0.47,0.37,0.77,0.69,0.26,0.05,0.01,0.46,0.36,0.14,0.04,,,,0.5988,0.4651,,,,,,,TD_Over,PTS_fORA,SALDO_fORA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:30:26,GQZRLOm4,22/02/2025,14:30,Granada CF,Zaragoza,ROUND 28,SPAIN - LALIGA2,2024/2025,,,,1.05,8.0,2.25,1.62,2.0,1.69,1.22,1.33,1.8,1.4,1.6,0.3,0.3,0.46,0.6,0.29,0.29,0.44,0.56,1.2,-0.2,-2.5808,0.39,0.53,0.91,0.59,0.31,0.08,0.01,0.4,0.37,0.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444,0.6173,,,,,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:47:25,OMsYBU87,22/02/2025,14:30,Aston Villa,Chelsea,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,2.63,3.4,2.55,1.03,15.0,1.53,2.32,1.44,2.63,1.5,1.3,1.44,2.0,1.0,0.6,0.23,0.66,0.39,0.56,0.22,0.63,0.37,2.6,1.0,0.1176,0.58,0.47,0.25,0.63,0.29,0.07,0.01,0.78,0.19,0.02,0.0,2.0,1.4,0.61,0.23,0.69,0.36,0.58,0.21,0.66,0.34,1.6,0.6,0.0,0.38,0.45,0.34,0.64,0.29,0.06,0.01,0.71,0.24,0.04,0.0,0.3802,0.2941,0.3922,0.6536,0.431,0.75,0.77,0.16,Fora_Fav,Media_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,Equilibrado
2025-02-17 22:50:17,Es1dYSsm,22/02/2025,15:00,St Etienne,Angers,ROUND 23,FRANCE - LIGUE 1,2024/2025,2.37,3.4,2.9,1.06,10.0,2.0,1.9,1.75,2.0,1.4,1.3,1.53,1.2,1.0,0.27,0.27,0.57,0.48,0.25,0.25,0.54,0.46,1.8,0.2,0.9302,0.78,0.54,0.61,0.58,0.31,0.08,0.02,0.54,0.33,0.1,0.02,1.0,0.8,0.21,0.26,0.54,0.51,0.2,0.25,0.51,0.49,1.8,0.2,1.0,1.03,0.54,0.46,0.58,0.31,0.08,0.02,0.63,0.29,0.07,0.01,0.4219,0.2941,0.3448,0.5,0.5263,0.8529,1.03,0.18,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_fORA,,GS_Casa_M,Equilibrado
2025-02-17 22:53:40,OnizWPzn,22/02/2025,16:00,Metz,AC Ajaccio,ROUND 24,FRANCE - LIGUE 2,2024/2025,,,,1.07,8.5,2.1,1.7,2.25,1.57,1.1,1.19,2.5,1.4,0.2,0.54,0.29,0.5,0.56,0.5,0.27,0.47,0.53,2.6,1.2,0.6154,0.65,0.38,0.06,0.68,0.26,0.05,0.01,0.94,0.06,0.0,0.0,0.4,1.6,0.2,0.28,0.45,0.61,0.18,0.26,0.42,0.58,0.6,-1.2,0.5556,0.33,0.22,0.96,0.8,0.18,0.02,0.0,0.38,0.37,0.18,0.06,,,,0.4762,0.5882,,,,,,,TD_Under,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:59:15,6iQuqbv1,22/02/2025,16:00,Vinotinto,Macara,FIRST STAGE ,ECUADOR - LIGA PRO,2025,2.25,3.3,3.0,1.07,8.5,2.15,1.67,1.87,1.77,1.36,1.33,1.62,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.6,0.24,0.31,0.46,0.6,0.23,0.29,0.43,0.57,0.6,-0.8,-0.4878,0.23,0.41,0.87,0.66,0.27,0.06,0.01,0.42,0.36,0.16,0.05,0.4444,0.303,0.3333,0.4651,0.5988,0.9091,1.05,0.19,Casa_Fav,,Odd_Atual_Maior,TD_Under,,,,,Equilibrado
